q = 10.0 ap
M(deg) w(deg) i(deg) de di(deg) a(ap)
-210.70492822129702 17.142857142857142 159.30645876881403 0.0017984768744507204 0.6555767723218553 0.9999999207336464
-210.52724783463805 17.142857142857142 150.571292823133 0.0014781363748679693 0.8474944810631155 0.999999756268719
-210.36234047641292 17.142857142857142 143.75067911710062 0.0012092491696275307 0.9431309772116718 0.9999996042393037
-210.2101284824028 17.142857142857142 137.89655112925416 0.000991396650820585 0.9826639487412967 0.9999994644102501
-210.07053971903025 17.142857142857142 132.64230997993997 0.0008239366340713081 0.9832629293083697 0.9999993365540547
-209.9435075296685 17.142857142857142 127.79972243542723 0.0007047948131347987 0.9546244691690543 0.9999992204504244
-209.82897069238356 17.142857142857142 123.25643128596953 0.0006287124407077062 0.9030956428653015 0.9999991158858536
-209.72687338330746 17.142857142857142 118.93852774018065 0.0005864541214372735 0.8332410042108346 0.9999990226533397
-209.63716514581728 17.142857142857142 114.79386246305661 0.0005665740254124889 0.7485688623863456 0.9999989405517931
-209.55980087011926 17.142857142857142 110.78355959584569 0.0005586595209148528 0.6519151257452297 0.9999988693857101
-209.49474077628685 17.142857142857142 106.87726943862923 0.000555449880538152 0.5456666916533928 0.999998808964511
-209.44195040739217 17.142857142857142 103.05030493967992 0.0005530693344237666 0.4319020007200403 0.9999987591019888
-209.40140062814632 17.142857142857142 99.28179908667754 0.0005502564687895557 0.312486360310489 0.9999987196158938
-209.37306762835667 17.142857142857142 95.5534441956585 0.000547403282351254 0.18914563834870815 0.999998690327023
-209.35693293984005 17.142857142857142 91.84857164522856 0.0005456977231622183 0.06360274891286216 0.999998671058944
150.6470165466545 17.142857142857142 88.15142835477144 0.0005464150291776002 0.06332464047530612 0.9999986616369544
150.63878855085648 17.142857142857142 84.44655580434151 0.0005503875829793082 0.18885190850275854 0.9999986618877306
150.61838537191386 17.142857142857142 80.71820091332248 0.0005577317220072891 0.3121653895372642 0.9999986716383524
150.58580384141274 17.142857142857142 76.94969506032008 0.0005679139160265469 0.43154583240191696 0.9999986907156538
150.54103527707144 17.142857142857142 73.12273056137077 0.0005801812992293833 0.5452737440211647 0.9999987189454209
150.48406542014445 17.142857142857142 69.21644040415431 0.0005943246255470478 0.6514918849396139 0.9999987561516509
150.41487437284343 17.142857142857142 65.20613753694339 0.0006117294609097122 0.7481310901096184 0.9999988021554892
150.33343651949406 17.142857142857142 61.06147225981936 0.0006366298182330257 0.8328142984579278 0.9999988567745332
150.2397204444244 17.142857142857142 56.74356871403049 0.0006772183552321098 0.9027150991257672 0.9999989198217545
150.13368883730536 17.142857142857142 52.20027756457278 0.0007457330600817089 0.9543330646548092 0.9999989911045477
150.01529839170027 17.142857142857142 47.35769002006005 0.0008565612736449571 0.9831080237795358 0.9999990704236319
149.88449969043995 17.142857142857142 42.10344887074584 0.0010229986367369015 0.9826908215189594 0.9999991575719805
149.74123708281974 17.142857142857142 36.24932088289939 0.001255165417119025 0.9433711780148122 0.9999992523335227
149.5854485493722 17.142857142857142 29.42870717686701 0.0015603672562901013 0.8479433201347991 0.9999993544819995
149.41706555684073 17.142857142857142 20.693541231185957 0.0019446352678066724 0.6561387498048646 0.9999994637795652
-210.81595008110813 34.285714285714285 159.30645876881403 0.0016505975255087784 0.6596799503203122 0.9999998198551547
-210.67538163281512 34.285714285714285 150.571292823133 0.0012881372064900943 0.8520475940796808 0.99999967147813
-210.54438211848245 34.285714285714285 143.75067911710062 0.00109030440773936 0.9473815719077835 0.9999995338043319
-210.42294474849353 34.285714285714285 137.89655112925416 0.0010324491381960353 0.986257223919343 0.9999994067524031
-210.3110656469766 34.285714285714285 132.64230997993997 0.0010546617846905197 0.9860302699072886 0.9999992902391694
-210.2087438889777 34.285714285714285 127.79972243542723 0.0010982493940528638 0.9565053431261604 0.9999991841796195
-210.1159815420736 34.285714285714285 123.25643128596953 0.0011278720402988199 0.904098033875348 0.999999088487315
-210.03278371209282 34.285714285714285 118.93852774018065 0.001127595444508057 0.8334177806657745 0.9999990030744778
-209.9591585918977 34.285714285714285 114.79386246305661 0.001092519172800477 0.748002211595507 0.9999989278521499
-209.89511751653723 34.285714285714285 110.78355959584569 0.0010236854843409641 0.6507056939510731 0.9999988627305939
-209.84067501888273 34.285714285714285 106.87726943862923 0.0009257800505172971 0.5439258738720569 0.9999988076193188
-209.7958488950259 34.285714285714285 103.05030493967992 0.0008065900272000487 0.4297468865922817 0.9999987624274914
-209.76066027008784 34.285714285714285 99.28179908667754 0.0006780433715125509 0.31003848773431103 0.9999987270641306
-209.73513367162863 34.285714285714285 95.5534441956585 0.0005594806899295616 0.1865430583274616 0.9999987014383321
-209.71929710762194 34.285714285714285 91.84857164522856 0.000482254901362847 0.061180610133079315 0.9999986854595662
150.2868178504914 34.285714285714285 88.15142835477144 0.0004812365571926424 0.06658135945767032 0.9999986790379
150.28317597819927 34.285714285714285 84.44655580434151 0.0005591486798732263 0.1918157827067445 0.9999986820843171
150.26973830230625 34.285714285714285 80.71820091332248 0.0006834324395560258 0.3149674862439436 0.9999986945109207
150.24646199938655 34.285714285714285 76.94969506032008 0.0008218794317393396 0.43416879069286457 0.9999987162312831
150.21330028654853 34.285714285714285 73.12273056137077 0.0009536508378118196 0.547695506959338 0.9999987471606696
150.1702023058428 34.285714285714285 69.21644040415431 0.0010651753858331708 0.6536996683400202 0.999998787216337
