q = 9.6 ap
M(deg) w(deg) i(deg) de di(deg) da(ap)
-14.523301412409738 17.142857142857142 159.30645876881403 0.0019881644638556537 0.6977820435201735 1.000000063099809
-14.33032087998283 17.142857142857142 150.571292823133 0.0016350742326996406 0.9019546671763714 0.9999999999617658
-14.150993322372141 17.142857142857142 143.75067911710062 0.0013383135097605047 1.0036310416675323 0.999999944460377
-13.985233525807379 17.142857142857142 137.89655112925416 0.001097519418492553 1.0455963245331392 0.999999896436022
-13.8329618032551 17.142857142857142 132.64230997993997 0.0009121030767155051 1.046136616588716 0.9999998557368283
-13.694103908952949 17.142857142857142 127.79972243542723 0.0007799306273336971 1.0155792855747143 0.9999998222186866
-13.56859095860456 17.142857142857142 123.25643128596953 0.0006953754889573 0.9606837135858766 0.9999997957448541
-13.456359356118808 17.142857142857142 118.93852774018065 0.0006483775855569133 0.886309987832049 0.9999997761858693
-13.357350728515591 17.142857142857142 114.79386246305661 0.0006263267077215289 0.7961924265933087 0.9999997634194178
-13.271511868547249 17.142857142857142 110.78355959584569 0.0006176548920447627 0.6933484522533013 0.9999997573301529
-13.19879468332872 17.142857142857142 106.87726943862923 0.0006142396755190907 0.5803165838972049 0.9999997578096217
-13.139156151487974 17.142857142857142 103.05030493967992 0.000611711167611315 0.45930619891141145 0.9999997647562862
-13.092558285595057 17.142857142857142 99.28179908667754 0.0006086215577290125 0.3322990895096117 0.9999997780752803
-13.058968102091313 17.142857142857142 95.5534441956585 0.0006053894056973223 0.20112781270387547 0.9999997976784436
-373.03835759748836 17.142857142857142 91.84857164522856 0.0006033523750914195 0.06761843844610364 0.9999998234841745
-13.030703731825891 17.142857142857142 88.15142835477144 0.0006039783521974618 0.06734050183705016 0.999999855417331
-13.035988418578354 17.142857142857142 84.44655580434151 0.0006082649928037761 0.2008288283929733 0.9999998934091812
-13.054198518962007 17.142857142857142 80.71820091332248 0.0006164155784615353 0.3319625051115883 0.9999999373971675
-13.085325847625711 17.142857142857142 76.94969506032008 0.000627889395967857 0.45892022627474854 0.9999999873248839
-13.129367179193112 17.142857142857142 73.12273056137077 0.0006418623395862565 0.5798773784246941 1.0000000431416773
-13.186324267364627 17.142857142857142 69.21644040415431 0.0006580651859180489 0.6928622334553417 1.000000104802724
-13.256203864690315 17.142857142857142 65.20613753694339 0.000677948675989121 0.7956770234699562 1.0000001722685121
-13.339017755572007 17.142857142857142 61.06147225981936 0.0007060816295715069 0.885795609242567 1.0000002455047685
-13.434782790599167 17.142857142857142 56.74356871403049 0.0007514123315938481 0.9602126387816465 1.0000003244819624
-13.5435209335241 17.142857142857142 52.20027756457278 0.0008274374888566037 1.0152040204501858 1.0000004091751082
-13.665259310874866 17.142857142857142 47.35769002006005 0.0009501954854244858 1.045915786958691 1.0000004995632583
-13.800030273284667 17.142857142857142 42.10344887074584 0.0011347003114595682 1.045587012017665 1.00000059562904
-13.947871462274687 17.142857142857142 36.24932088289939 0.0013925479851800812 1.0038749107889362 1.0000006973582731
-14.108825886116966 17.142857142857142 29.42870717686701 0.001732219760445026 0.9024511488718826 1.0000008047391544
-14.28294200565481 17.142857142857142 20.693541231185957 0.0021607623604363007 0.6984235679200091 1.0000009177617954
-14.66586885100545 34.285714285714285 159.30645876881403 0.001825401806744606 0.7023135784565954 1.0000008281607842
