q = 4.6 ap
M(deg) w(deg) i(deg) de di(deg) da(ap)
46.00572463236554 17.142857142857142 159.30645876881403 0.012705379203649867 2.128382739283744 0.9999066586826183
46.50858515510729 17.142857142857142 150.571292823133 0.011353881496706268 2.7331698610884163 0.9998559505853496
46.96357568248232 17.142857142857142 143.75067911710062 0.010239772165485186 3.021848020010805 0.9998151210109427
47.37243483515974 17.142857142857142 137.89655112925416 0.009325189018028472 3.128548973993556 0.9997845954375674
47.73674763012996 17.142857142857142 132.64230997993997 0.008568499471792992 3.111055049941006 0.9997645477884839
48.05795554392001 17.142857142857142 127.79972243542723 0.00793042300014502 3.002103436377912 0.9997549121327688
48.33736522392213 17.142857142857142 123.25643128596953 0.00738064094717737 2.823076938085113 0.9997553936058722
48.57615598614377 17.142857142857142 118.93852774018065 0.006903748104069145 2.589236456298738 0.9997654783612936
48.77538622617932 17.142857142857142 114.79386246305661 0.006503929067469097 2.3121614752458415 0.9997844424280479
48.93599884164666 17.142857142857142 110.78355959584569 0.006207582704419646 2.0010485675902694 0.9998113593906777
49.0588257564913 17.142857142857142 106.87726943862923 0.006061517131308437 1.6634722147852732 0.9998451068335064
49.1445916191229 17.142857142857142 103.05030493967992 0.006122612698245315 1.3058661424159073 0.9998843715043324
49.1939167380426 17.142857142857142 99.28179908667754 0.006438188534581109 0.9338492627388355 0.9999276531581989
49.20731930083428 17.142857142857142 95.5534441956585 0.007027149952157311 0.5524654080046262 0.9999732670446018
409.18521692399537 17.142857142857142 91.84857164522856 0.007876272876878906 0.16646368817336785 1.000019344996111
409.12792755844595 17.142857142857142 88.15142835477144 0.00895179525063067 0.2205338980522817 1.0000638350760411
409.035669779902 17.142857142857142 84.44655580434151 0.010213723948101133 0.6031475991410593 1.000104499734605
408.9085624756843 17.142857142857142 80.71820091332248 0.011624534023112148 0.977796784580756 1.0001389124197777
408.7466239390078 17.142857142857142 76.94969506032008 0.013152422439051358 1.3400695000170861 1.0001644525843425
408.5497703681492 17.142857142857142 73.12273056137077 0.014771995874375393 1.6853610947874025 1.0001782990318324
408.3178137656761 17.142857142857142 69.21644040415431 0.016464458207873303 2.0086369782832696 1.0001774215500068
408.0504592230483 17.142857142857142 65.20613753694339 0.018218268687719794 2.3041948183095964 1.0001585707999785
47.747301566330606 17.142857142857142 61.06147225981936 0.020030683460702782 2.565337844092261 1.000118266463918
47.407821331912395 17.142857142857142 56.74356871403049 0.021910404555233215 2.7838900773305584 1.000052783712329
47.031380032251306 17.142857142857142 52.20027756457278 0.0238815080225577 2.9494278275622055 0.9999581381350632
46.61721465937139 17.142857142857142 47.35769002006005 0.025988757520193296 3.047967107224849 0.9998300693965885
46.16443136361987 17.142857142857142 42.10344887074584 0.02830422935461789 3.0595010125771167 0.9996640240199466
