q = 6.8 ap
M(deg) w(deg) i(deg) de di(deg) a(ap)
-277.3934320208491 17.142857142857142 159.30645876881403 0.004632713912500893 1.1814342019205768 0.9999997877123672
-277.0915098396634 17.142857142857142 150.571292823133 0.0038377009813673666 1.525038825665164 0.9999987778348668
-276.8137727203187 17.142857142857142 143.75067911710062 0.0031599056947475054 1.694745812211091 0.9999976067925097
-276.55991974190476 17.142857142857142 137.89655112925416 0.0026002656940601523 1.763428351307421 0.9999963118345412
-276.329674980362 17.142857142857142 132.64230997993997 0.002159378098138202 1.762282856413074 0.9999949280748885
-276.12278701864756 17.142857142857142 127.79972243542723 0.0018350870659409487 1.7089361519333572 0.999993488382724
-275.93902852598586 17.142857142857142 123.25643128596953 0.0016183799351490388 1.6149154822222145 0.9999920233151125
-275.77819590182077 17.142857142857142 118.93852774018065 0.0014902555138664464 1.4884910392204886 0.9999905610890331
-275.640108983677 17.142857142857142 114.79386246305661 0.0014240555084035712 1.3359954487994936 0.9999891275899253
-275.52461081459427 17.142857142857142 110.78355959584569 0.0013929842311894136 1.1625222777356161 0.9999877464143663
-275.43156746949694 17.142857142857142 106.87726943862923 0.0013767866116859435 0.9723332162750107 0.9999864389441994
-275.36086793730556 17.142857142857142 103.05030493967992 0.0013639239741356608 0.7691144879484626 0.999985224451215
-275.31242405970085 17.142857142857142 99.28179908667754 0.0013504999626019905 0.5561499415554443 0.9999841202297205
84.71382947544961 17.142857142857142 95.5534441956585 0.0013381247932006198 0.33644868872540556 0.9999831417565798
84.71793508852807 17.142857142857142 91.84857164522856 0.0013316851405890339 0.11289602317603054 0.999982302877452
444.69991220486605 17.142857142857142 88.15142835477144 0.0013371365351907208 0.11229747628791423 0.9999816160190914
444.6597570999832 17.142857142857142 84.44655580434151 0.0013593764815275887 0.3356420546822088 0.9999810924273673
444.59744269036344 17.142857142857142 80.71820091332248 0.0014006155187168455 0.5549460556815797 0.9999807424314829
444.5129182693497 17.142857142857142 76.94969506032008 0.0014598711593379126 0.7673582778376201 0.9999805757354727
444.40610918352075 17.142857142857142 73.12273056137077 0.0015338849094581142 0.9699204236531145 0.9999806017384143
444.27691645739384 17.142857142857142 69.21644040415431 0.0016192035870093073 1.1594140694497987 0.9999808298853528
444.12521635538036 17.142857142857142 65.20613753694339 0.0017149701516002613 1.3322306836718305 0.9999812700517012
443.9508598844652 17.142857142857142 61.06147225981936 0.0018261538114324317 1.4841951930081143 0.9999819329651781
443.7536722347161 17.142857142857142 56.74356871403049 0.0019669404286002693 1.610304800091677 0.9999828306692523
443.53345215557886 17.142857142857142 52.20027756457278 0.002163279572542285 1.7043148996381623 0.9999839770344015
443.2899712622389 17.142857142857142 47.35769002006005 0.0024524706864812867 1.758030304091816 0.9999853883236425
443.0229732774752 17.142857142857142 42.10344887074584 0.0028781958402772983 1.7599697110296442 0.9999870838211519
442.7321731934815 17.142857142857142 36.24932088289939 0.0034832037128954703 1.6924959460110558 0.9999890865343491
442.41725636287515 17.142857142857142 29.42870717686701 0.0043048443399577975 1.5242925462793517 0.9999914239816421
442.07787750831636 17.142857142857142 20.693541231185957 0.005375677017265859 1.182116215937292 0.9999941290810354
-277.30783218898364 34.285714285714285 159.30645876881403 0.004257638098600754 1.1923689276312297 1.0000012643513174
-277.0828151163221 34.285714285714285 150.571292823133 0.0033604189778847814 1.5364431052062386 1.0000010865495452
-276.8752879010598 34.285714285714285 143.75067911710062 0.002861714630864917 1.704520949954892 1.0000012091843964
-276.6852484060714 34.285714285714285 137.89655112925416 0.0026987492151368045 1.7706792504052458 1.0000016162271204
-276.5127058607946 34.285714285714285 132.64230997993997 0.0027315869339603516 1.7666774804222016 1.0000022864490044
-276.3576808686741 34.285714285714285 127.79972243542723 0.0028217621493888184 1.7104623114731283 1.0000031942263188
-276.22020544764115 34.285714285714285 123.25643128596953 0.0028824986623838846 1.6137557963338085 1.0000043102541336
-276.10032309012496 34.285714285714285 118.93852774018065 0.0028724544763767397 1.4849479942265147 1.0000056021795476
-275.99808884635405 34.285714285714285 114.79386246305661 0.0027772953721437953 1.3304422789354335 1.0000070351642767
-275.9135694330609 34.285714285714285 110.78355959584569 0.00259764303313695 1.15536900920295 1.000008572385391
-275.8468433667815 34.285714285714285 106.87726943862923 0.0023433731464468505 0.9640026626151934 1.0000101754831605
-275.79800112290116 34.285714285714285 103.05030493967992 0.002032198882911452 0.7600259392032738 1.0000118049625648
-275.7671453204941 34.285714285714285 99.28179908667754 0.0016924088734528405 0.5467118846981724 1.0000134205566482
84.24560906651132 34.285714285714285 95.5534441956585 0.0013724117785258653 0.3270780122800528 1.0000149815578911
444.24013446789616 34.285714285714285 91.84857164522856 0.0011579514746684855 0.10436624217945123 1.0000164471248099
444.21629044887965 34.285714285714285 88.15142835477144 0.0011556095294241034 0.12177690318646865 1.0000177765702576
444.17392340939676 34.285714285714285 84.44655580434151 0.0013781614084992398 0.34392010485222596 1.0000189296382118
444.11286625206225 34.285714285714285 80.71820091332248 0.0017292759710210806 0.5622021142487024 1.0000198667763591
444.03293801599756 34.285714285714285 76.94969506032008 0.002119421107263373 0.7735395575912378 1.0000205494120462
443.9339434757159 34.285714285714285 73.12273056137077 0.0024940504302034955 0.9749965579968897 1.0000209402397753
443.8156727019889 34.285714285714285 69.21644040415431 0.0028180751461653252 1.1634020433284196 1.0000210035301307
83.67790058155882 34.285714285714285 65.20613753694339 0.003065874985942046 1.335199107712575 1.0000207054697812
83.52038629668742 34.285714285714285 61.06147225981936 0.0032182770461387676 1.4862630048457441 1.0000200145462579
83.3428727575749 34.285714285714285 56.74356871403049 0.003264072979827859 1.6116367244698078 1.0000189019903696
83.14508598626485 34.285714285714285 52.20027756457278 0.0032068132931056866 1.7051136520980812 1.0000173422949397
82.92673445053767 34.285714285714285 47.35769002006005 0.0030814004759075176 1.7585244824712916 1.0000153138293784
82.68750833878379 34.285714285714285 42.10344887074584 0.0029875302648585227 1.7603950682216347 1.0000127995755308
82.42707877799872 34.285714285714285 36.24932088289939 0.003125469335529883 1.6930651094961735 1.0000097880151502
82.14509698363638 34.285714285714285 29.42870717686701 0.003740472004822315 1.525140675670078 1.0000062742063305
81.84119334227597 34.285714285714285 20.693541231185957 0.004960359324525207 1.1831771718764046 1.0000022610946733
-277.2404954803005 51.42857142857143 159.30645876881403 0.0036837973044859993 1.2068728244736335 1.0000021004087514
-277.01992492335773 51.42857142857143 150.571292823133 0.002584472845549269 1.5516579331869065 1.0000025587441337
-276.8161250814511 51.42857142857143 143.75067911710062 0.0024230496838747394 1.7177087135398736 1.0000035561781442
-276.6291282683334 51.42857142857143 137.89655112925416 0.0028487042113928274 1.7806820901816978 1.0000050086709449
-276.4589791571336 51.42857142857143 132.64230997993997 0.003364661336686119 1.7730702958423596 1.0000068389172017
-276.3057349278472 51.42857142857143 127.79972243542723 0.0037618824621337547 1.7132318303056302 1.0000089756068158
-276.16946545584915 51.42857142857143 123.25643128596953 0.003982859130264193 1.6131364106097645 1.000011352710006
-276.05025355064333 51.42857142857143 118.93852774018065 0.004020455313754483 1.4813240192006198 1.000013908787068
-275.9481952433309 51.42857142857143 114.79386246305661 0.003885380666694678 1.3242843230933454 1.000016586321066
-275.86340012688396 51.42857142857143 110.78355959584569 0.0035958430004599264 1.1471901703442515 1.0000193310707184
-275.7959917509661 51.42857142857143 106.87726943862923 0.0031742095457029944 0.9543273565900376 1.0000220914413636
-275.74610807709786 51.42857142857143 103.05030493967992 0.0026467618500545264 0.7493675968455326 1.0000248178698599
-275.71390199687244 51.42857142857143 99.28179908667754 0.0020469799143385484 0.5355584293591336 1.000027462219735
84.30045808252727 51.42857142857143 95.5534441956585 0.0014302432072360234 0.31589243834338687 1.0000299771826089
84.29678757549306 51.42857142857143 91.84857164522856 0.0009432307496324083 0.09379591579137586 1.000032315680877
84.27488498109005 51.42857142857143 88.15142835477144 0.0009543417727827494 0.13225151834448298 1.000034430267345
84.23453105099162 51.42857142857143 84.44655580434151 0.0014652146838008185 0.35343110250046483 1.000036272516465
84.17548786593346 51.42857142857143 80.71820091332248 0.0021157560820887836 0.5706052553413387 1.0000377924015689
84.09749780477988 51.42857142857143 76.94969506032008 0.0027607955555104444 0.7807275779975461 1.000038937653049
84.00028239664698 51.42857142857143 73.12273056137077 0.003341839653797718 0.9809255310165288 1.0000396530910194
83.88354104323986 51.42857142857143 69.21644040415431 0.0038202549087893835 1.1680954330114708 1.0000398799265797
83.74694959768863 51.42857142857143 65.20613753694339 0.004162995101420221 1.3387462872812166 1.0000395550252807
83.59015878165793 51.42857142857143 61.06147225981936 0.004339363131993455 1.488814776961706 1.0000386101263048
83.41279242389197 51.42857142857143 56.74356871403049 0.004321284761636286 1.613397870834021 1.0000369710107373
83.21444549707795 51.42857142857143 52.20027756457278 0.00408694775952479 1.7063316938695308 1.0000345566126578
82.99468192684549 51.42857142857143 47.35769002006005 0.003632853094760209 1.7594729814586192 1.0000312780667655
