q = 6.6 ap
M(deg) w(deg) i(deg) de di(deg) a(ap)
-30.942751591644296 17.142857142857142 159.30645876881403 0.004982212593750535 1.236613614190158 1.0000010501697014
-30.591663868082343 17.142857142857142 150.571292823133 0.004128468902641264 1.596131275970041 1.000002918529988
-30.26545818321661 17.142857142857142 143.75067911710062 0.0033963686118661605 1.7736234660856607 1.0000054492057209
-29.963886398756678 17.142857142857142 137.89655112925416 0.002787747718517619 1.8453981953837002 1.0000085629465283
-29.686721985848376 17.142857142857142 132.64230997993997 0.002304930745193749 1.8441237865501625 1.0000121773092092
-29.43375911045285 17.142857142857142 127.79972243542723 0.001948488996618958 1.788257178487346 1.0000162073452499
-29.204811803741254 17.142857142857142 123.25643128596953 0.001712440784788738 1.6898659801624418 1.0000205662306862
-28.999713212446192 17.142857142857142 118.93852774018065 0.0015791656069647291 1.557605392574622 1.0000251658389268
-28.81831492094386 17.142857142857142 114.79386246305661 0.0015201561772509036 1.3981003484329115 1.0000299172575966
-28.660486340256636 17.142857142857142 110.78355959584569 0.0015043678367261141 1.2166774234566604 1.0000347312502111
-28.526114161018686 17.142857142857142 106.87726943862923 0.0015069439189460457 1.0177918318985293 1.0000395186641329
-388.41510186332033 17.142857142857142 103.05030493967992 0.0015124706320610519 0.8052970946716657 1.0000441907859683
-388.32736928282753 17.142857142857142 99.28179908667754 0.0015138714731568162 0.582629710052761 1.0000486596454095
-388.2628522264432 17.142857142857142 95.5534441956585 0.0015099365597534356 0.35295910134360364 1.0000528382689449
-388.22150214181517 17.142857142857142 91.84857164522856 0.0015029708616726973 0.11955187346705935 1.0000566408845244
-28.20328582969101 17.142857142857142 88.15142835477144 0.001496840815824319 0.11711176662797468 1.000059983078185
-28.208185205250558 17.142857142857142 84.44655580434151 0.0014953802567481405 0.35032754877808303 1.0000627819033816
-28.236197103172014 17.142857142857142 80.71820091332248 0.001501232405164342 0.5796594076572555 1.0000649559441774
-28.28733312748603 17.142857142857142 76.94969506032008 0.0015153938671130726 0.801865369241076 1.000066425332643
-28.361619543813003 17.142857142857142 73.12273056137077 0.0015377857842555976 1.0138283386323685 1.0000671117210524
-28.459097217586606 17.142857142857142 69.21644040415431 0.001569076084002235 1.2121796019158095 1.0000669382093899
-28.57982159528584 17.142857142857142 65.20613753694339 0.0016138172705003999 1.3931458025107197 1.0000658292281286
-28.7238627315726 17.142857142857142 61.06147225981936 0.0016846788456236226 1.5523603488519977 1.000063710376615
-28.891305363825538 17.142857142857142 56.74356871403049 0.0018066016184229013 1.6845881528207354 1.0000605082169687
-29.082249035451184 17.142857142857142 52.20027756457278 0.0020177682385308436 1.7832904566094003 1.0000561500236131
-29.296808267801403 17.142857142857142 47.35769002006005 0.002363952351781348 1.8398805723901182 1.0000505634881471
-29.53511279136805 17.142857142857142 42.10344887074584 0.002888599556456382 1.8423220811380485 1.0000436763806628
-29.797307828240527 17.142857142857142 36.24932088289939 0.0036271787299688323 1.7721177455505468 1.000035416166881
-30.08355444005804 17.142857142857142 29.42870717686701 0.0046092324617144345 1.5964182753327611 1.000025709583759
-30.394029942833217 17.142857142857142 20.693541231185957 0.005863382757457204 1.2384035871720316 1.0000144821750547
